2 | -1
3 | -1
4 | -1
5 | -1
6 | -1
11 | -1
0 | 2
8 | -1
11 | -1
0 | 7
8 | -1
11 | -1
0 | 3
8 | -1
11 | -1
0 | 3
8 | -1
0 | 3
13 | -1
1 | 10
8 | -1
14 | -1
15 | -1
0 | 2
8 | -1
21 | -1
4 | -1
0 | 7
13 | -1
1 | 10
8 | -1
0 | 7
27 | -1
0 | 2
8 | -1
0 | 7
13 | -1
0 | 7
22 | -1
1 | 1
5 | -1
6 | -1
14 | -1
15 | -1
0 | 3
8 | -1
0 | 3
13 | -1
0 | 3
22 | -1
0 | 3
8 | -1
7 | -1
16 | -1
17 | -1
0 | 3
8 | -1
7 | -1
